log_id,date,engine_id,ata_chapter,component,text
LOG-2123,2026-02-14 19:02,65,72-60,Accessory Gearbox (AGB),Heavy Check C-Visit Finding | Engine 65 | Accessory Gearbox (AGB): Air turbine starter (ATS) drive shaft shear coupling failed during attempted engine start. Engineering disposition: Turbine Rear Frame strut repair per DER-approved repair scheme RS-666-X70. NDT re-check clear. Returned to service.
LOG-2124,2025-07-03 10:02,20,72-30,High-Pressure Compressor (HPC),ATA 72-30 | Engine 20: Fan blade dovetail fretting wear observed; fits within blend limits per AMM 72-20-03. Thermal camera survey performed per AMM 36-10-00; bleed air leak confirmed and duct replaced (PN: 988-B43).
LOG-2125,2025-11-29 23:02,34,72-50,Turbine Rear Frame (TRF),Heavy Check C-Visit Finding | Engine 34 | Turbine Rear Frame (TRF): Rub strip contact observed on HPC stage-5 rotor; abradable coating partially displaced. Engineering disposition: P&D valve replaced (PN: 292-X37). Engine shutdown test × 3 confirms full closure within 1.5 s. Leak check clear.
LOG-2126,2025-06-07 08:02,6,71-20,Engine Mounts / Pylon,Trend Analysis Report — Engine 6 Engine Mounts / Pylon: Trailing edge cracking noted on HPT stage-1 blades during 800-cycle hard-time borescope. Maintenance response: EGT harness replaced (PN: 988-C99). All thermocouple channels checked against reference — max split 12 °C. FADEC reset.
LOG-2127,2026-01-15 02:02,44,72-40,Low-Pressure Turbine (LPT),EHM System Flag — Sensor S15 | Engine 44 | ATA 72-40: FADEC software exception code 0x4A31 — fuel control loop saturation at altitude relight attempt. Anti-ice valve replaced (PN: 959-B90) and system leak-checked at 45 PSI. Functional test confirmed valve cycling.
LOG-2128,2026-05-02 12:02,6,72-40,Low-Pressure Turbine (LPT),Routine Inspection of Low-Pressure Turbine (LPT) on Engine 6: AGB oil filler cap found improperly seated; oil loss estimated at 2.3 qt over 4-hour flight. Action Taken: Hydraulic actuator seal kit replaced (PN: 494-B86). Internal leakage re-tested at 0.8 cc/min — well within 5 cc/min limit.
LOG-2129,2026-05-25 02:02,98,73-20,Engine Control (FADEC),"Maintenance Debrief Engine 98 (Engine Control (FADEC), ATA 73-20): Crew reported anomaly. Finding: VSV schedule error of +3.5° at N2 = 87%; FADEC trim corrected after actuator feedback cable re-rigged. Fan cowl latch replaced (PN: 623-C34). All 6 latches tested for positive engagement and safety catch. Ops check complete."
LOG-2130,2025-07-24 16:02,87,71-20,Engine Mounts / Pylon,ATA 71-20 | Engine 87: Acoustic anomaly reported by flight crew during takeoff roll; traced to combustor liner burnthrough. Fan cowl latch replaced (PN: 136-A18). All 6 latches tested for positive engagement and safety catch. Ops check complete.
LOG-2131,2026-01-26 10:02,28,71-20,Engine Mounts / Pylon,Non-Routine Card NRC-2131 opened for Engine 28 Engine Mounts / Pylon. Finding: Pylon secondary structure skin crack found during heavy maintenance visit; crack length 3.2 in. Action: Starter replaced (PN: 611-X71); motoring check confirmed N2 rise rate meets AMM minimum. Start cycle tested × 3.
LOG-2132,2026-04-27 17:02,68,78-30,Thrust Reverser,Post-Flight Inspection Engine 68 (ATA 78-30): VSV unison ring wear pin fractured; complete ring replaced per AMM 72-30-12. Performed MCD chip analysis per Engineering Order EO-417-C61; single isolated particle cleared by metallurgy. Ops check passed.
LOG-2133,2025-06-23 13:02,75,72-40,Low-Pressure Turbine (LPT),Line Maintenance Write-Up #2133 | Low-Pressure Turbine (LPT) (ATA 72-40): Debris found in magnetic chip detector (MCD); metallurgical analysis confirms #3 bearing wear particles. Resolution: Fan acoustic liner panel repaired with structural film adhesive per AMM 71-10-04 (PN: 151-C21). Tap test confirms no further delamination.
LOG-2134,2026-04-22 09:02,4,72-50,Turbine Rear Frame (TRF),Borescope Work Order | Engine 4 | Turbine Rear Frame (TRF): Fan blade leading edge nick measuring 0.08 in width found at 60% span during walk-around. Outcome: Performed on-wing borescope per AMM task 72-00-00-290-801. No further deterioration; component returned to service.
LOG-2135,2025-06-15 08:02,75,72-20,Fan Module / Bypass,Pilot Report — Engine 75 (Fan Module / Bypass): Air turbine starter (ATS) drive shaft shear coupling failed during attempted engine start. Corrective Action: Blended out compressor blade damage per AMM 72-30-05; within all dimensional limits. FPI re-check clear.
LOG-2136,2026-01-31 21:02,24,78-30,Thrust Reverser,ACARS Engine Alert — Engine 24 Sensor S21: Excessive vibration recorded on the #2 bearing structural frame — 3.2 IPS pk-pk against limit of 2.5 IPS. Ground team response: Nose cowl anti-ice duct insulation blanket replaced per AMM 30-21-01. Adjacent structure inspected — no heat damage found.
LOG-2137,2025-07-29 00:02,27,72-30,Variable Stator Vane (VSV) System,Auto-Alert on Sensor S9 (Engine 27). Anti-ice valve butterfly disc fractured; nacelle anti-ice inoperative — deferred per MEL 30-11. Performed on-wing borescope per AMM task 72-00-00-290-801. No further deterioration; component returned to service.
LOG-2138,2026-02-02 10:02,48,73-10,Fuel System,Non-Routine Card NRC-2138 opened for Engine 48 Fuel System. Finding: EGT margin deterioration of 22 °C noted over last 200 cycles; HPC wash scheduled. Action: Replaced O-ring seals (PN: 971-B93) and torqued coupling nuts to 75 ft-lbs. Pressure-checked to 150 PSI — no leaks.
LOG-2139,2025-06-24 08:02,79,72-40,Low-Pressure Turbine (LPT),Line Maintenance Write-Up #2139 | Low-Pressure Turbine (LPT) (ATA 72-40): Borescope inspection revealed Thermal Barrier Coating (TBC) spallation on HPT stage-1 blades. Resolution: FADEC software updated to version 5.1.4 per SB 72-40-73-056. Ground test cycle confirms correct engine response.
LOG-2140,2026-04-14 16:02,55,72-50,High-Pressure Turbine (HPT),Routine Inspection of High-Pressure Turbine (HPT) on Engine 55: LPT stage-3 shroud segment shows circumferential crack; confirmed serviceable under AMM 72-40-05 blend limits. Action Taken: Thermal camera survey performed per AMM 36-10-00; bleed air leak confirmed and duct replaced (PN: 196-X86).
LOG-2141,2026-04-17 10:02,92,72-60,Accessory Gearbox (AGB),Pilot Report — Engine 92 (Accessory Gearbox (AGB)): Igniter plug A shows excessive electrode erosion; spark gap measured at 0.18 in (limit 0.12 in). Corrective Action: Thermal camera survey performed per AMM 36-10-00; bleed air leak confirmed and duct replaced (PN: 101-A34).
LOG-2142,2025-06-26 12:02,48,72-50,High-Pressure Turbine (HPT),Heavy Check C-Visit Finding | Engine 48 | High-Pressure Turbine (HPT): Oil pressure fluctuation between 40–55 PSI during cruise; suspected air ingestion at oil tank vent. Engineering disposition: Field fan balance performed (4 balance weights added per AMM 72-20-09). N1 vibration reduced from 1.8 to 0.3 IPS.
LOG-2143,2025-07-17 13:02,62,72-30,High-Pressure Compressor (HPC),Shop Finding — Engine S/N 62 | High-Pressure Compressor (HPC): LPC booster blade erosion causing inlet distortion and increased N1 vibration. Disposition: Anti-ice valve replaced (PN: 575-B98) and system leak-checked at 45 PSI. Functional test confirmed valve cycling.
LOG-2144,2025-08-09 15:02,65,73-10,Fuel System,Pilot Report — Engine 65 (Fuel System): Actuator linkage found binding during manual operational check; jam nut backed off causing misalignment. Corrective Action: Performed MCD chip analysis per Engineering Order EO-817-C58; single isolated particle cleared by metallurgy. Ops check passed.
LOG-2145,2025-09-30 20:02,83,73-20,Engine Control (FADEC),Pilot Report — Engine 83 (Engine Control (FADEC)): 5th-stage bleed check valve stuck open; high-pressure bleed air back-flowing into 9th-stage duct. Corrective Action: Combustor liner replaced with serviceable unit (PN: 259-A88). Borescope post-installation confirms correct seating.
LOG-2146,2025-10-04 03:02,49,73-10,Fuel System,Pilot Report — Engine 49 (Fuel System): Engine failed to light off within hung-start time limit; ignition exciter output checked at 1.8 J vs. 3.0 J spec. Corrective Action: Bleed check valve replaced (PN: 995-B22). Bleed system functional test at ground idle and max continuous — normal.
LOG-2147,2026-03-27 03:02,60,72-20,Low-Pressure Compressor (LPC / Booster),Post-Flight Inspection Engine 60 (ATA 72-20): Acoustic anomaly reported by flight crew during takeoff roll; traced to combustor liner burnthrough. Igniter plug replaced (PN: 395-A37). Ignition system verified per AMM 74-10-00 — light-off within 10 seconds.
LOG-2148,2025-07-03 14:02,8,71-10,Inlet / Nacelle,ATA 71-10 | Engine 8: LPC booster blade erosion causing inlet distortion and increased N1 vibration. Fan acoustic liner panel repaired with structural film adhesive per AMM 71-10-04 (PN: 936-A65). Tap test confirms no further delamination.
LOG-2149,2026-01-05 22:02,19,79-00,Oil System,ATA 79-00 | Engine 19: Oil pressure fluctuation between 40–55 PSI during cruise; suspected air ingestion at oil tank vent. Performed deep chemical wash and re-torqued casing bolts to 450 in-lbs per AMM 79-00-00-03.
LOG-2150,2025-12-08 16:02,88,78-30,Thrust Reverser,"Maintenance Debrief Engine 88 (Thrust Reverser, ATA 78-30): Crew reported anomaly. Finding: Engine failed to light off within hung-start time limit; ignition exciter output checked at 1.8 J vs. 3.0 J spec. Starter replaced (PN: 537-A16); motoring check confirmed N2 rise rate meets AMM minimum. Start cycle tested × 3."
LOG-2151,2025-08-07 07:02,12,72-30,Variable Stator Vane (VSV) System,Heavy Check C-Visit Finding | Engine 12 | Variable Stator Vane (VSV) System: LPT stage-3 shroud segment shows circumferential crack; confirmed serviceable under AMM 72-40-05 blend limits. Engineering disposition: LPT shroud segment blended within limits per AMM 72-40-07. Borescope re-check confirms crack arrest. Returned to service.
LOG-2152,2026-03-03 17:02,14,72-20,Fan Module / Bypass,ACARS Engine Alert — Engine 14 Sensor S3: P&D valve failed to close during engine shutdown; fuel dribble into combustor confirmed. Ground team response: Removed and routed to off-site MRO shop for full overhaul (work order WO-967-X76). Installed serviceable spare.
LOG-2153,2025-10-11 19:02,66,72-40,Combustor Section,Post-Flight Inspection Engine 66 (ATA 72-40): Acoustic anomaly reported by flight crew during takeoff roll; traced to combustor liner burnthrough. Oil seal replaced (PN: 208-C99). Engine oil consumption check over 10-hour period: 0.15 qt/hr — within limit of 0.4 qt/hr.
LOG-2154,2026-04-13 15:02,23,78-30,Exhaust / Nozzle,ACARS Engine Alert — Engine 23 Sensor S13: Engine refused to accelerate above 80% N1 during takeoff; bleed air valve incorrectly rigged. Ground team response: Water-in-fuel system drained and flushed per AMM 73-10-07. Filter element replaced (PN: 425-X65). WIF sensor re-tested OK.
LOG-2155,2025-11-01 00:02,11,78-30,Thrust Reverser,Non-Routine Card NRC-2155 opened for Engine 11 Thrust Reverser. Finding: Rub strip contact observed on HPC stage-5 rotor; abradable coating partially displaced. Action: Unison ring replaced (PN: 969-X48) per AMM 72-30-12. VSV schedule verified across N2 range — max deviation 0.8°.
LOG-2156,2025-10-15 00:02,24,78-30,Exhaust / Nozzle,Non-Routine Card NRC-2156 opened for Engine 24 Exhaust / Nozzle. Finding: Customer bleed air duct found cracked at flex-joint flange; hot-air leak confirmed by thermal camera. Action: Engine inlet FOD inspection completed per post-bird-strike check sheet. All blades within blend limits. Returned to service.
LOG-2157,2025-10-03 05:02,70,78-30,Exhaust / Nozzle,Line Maintenance Write-Up #2157 | Exhaust / Nozzle (ATA 78-30): HPC casing distortion causing variable stator vane (VSV) schedule anomaly at high power settings. Resolution: Anti-ice valve replaced (PN: 423-Z53) and system leak-checked at 45 PSI. Functional test confirmed valve cycling.
LOG-2158,2025-11-05 02:02,3,73-20,Engine Control (FADEC),Trend Analysis Report — Engine 3 Engine Control (FADEC): EGT margin trending -30 °C over 500 cycles; borescope confirms nozzle area growth due to tip rub. Maintenance response: Performed MCD chip analysis per Engineering Order EO-177-C47; single isolated particle cleared by metallurgy. Ops check passed.
LOG-2159,2025-12-30 00:02,67,72-50,High-Pressure Turbine (HPT),Routine Inspection of High-Pressure Turbine (HPT) on Engine 67: Customer bleed air duct found cracked at flex-joint flange; hot-air leak confirmed by thermal camera. Action Taken: LPT shroud segment blended within limits per AMM 72-40-07. Borescope re-check confirms crack arrest. Returned to service.
LOG-2160,2026-02-23 14:02,3,72-30,High-Pressure Compressor (HPC),Engine 3 AOG Recovery — High-Pressure Compressor (HPC) (ATA 72-30): Fan blade dovetail fretting wear observed; fits within blend limits per AMM 72-20-03. Expedited action: FADEC software updated to version 5.1.4 per SB 72-30-73-056. Ground test cycle confirms correct engine response.
LOG-2161,2025-12-14 07:02,23,74-10,Starter / Ignition System,Post-Flight Inspection Engine 23 (ATA 74-10): EGT margin deterioration of 22 °C noted over last 200 cycles; HPC wash scheduled. Deferred per MEL 74-10-01. Performance monitoring required every 50 flight cycles; trend reviewed at each check.
LOG-2162,2025-07-31 23:02,92,79-00,Oil System,ATA 79-00 | Engine 92: Actuator linkage found binding during manual operational check; jam nut backed off causing misalignment. Carried out compressor on-wing wash per CFMI SB 72-0XXX. EGT margin recovered by 18 °C. Returned to service.
LOG-2163,2025-12-06 18:02,25,73-20,Engine Control (FADEC),Pilot Report — Engine 25 (Engine Control (FADEC)): Fan cowl door latch pin fractured; door opened in flight causing structural damage to leading edge. Corrective Action: LPT shroud segment blended within limits per AMM 72-40-07. Borescope re-check confirms crack arrest. Returned to service.
LOG-2164,2025-11-20 08:02,84,72-20,Fan Module / Bypass,Auto-Alert on Sensor S3 (Engine 84). Inter-turbine temperature (ITT) exceedance recorded — peak of 987 °C against a redline of 960 °C during climb. Sensor recalibrated against master gauge (serial #396-A44). Ground engine run at max continuous power — all params normal.
LOG-2165,2025-07-29 12:02,88,72-50,High-Pressure Turbine (HPT),EHM System Flag — Sensor S13 | Engine 88 | ATA 72-50: Core exhaust nozzle divergent flap hinge fractured; flap found kinematically jammed. Component removed and replaced with serviceable unit (PN: 292-Z37). Ground engine run and ops check normal.
LOG-2166,2026-01-17 19:02,32,71-10,Inlet / Nacelle,Shop Finding — Engine S/N 32 | Inlet / Nacelle: Debris found in magnetic chip detector (MCD); metallurgical analysis confirms #3 bearing wear particles. Disposition: Oil cooler replaced (PN: 769-A23). System pressure-tested at 90 PSI for 10 minutes — zero leak. Oil serviced and engine run.
LOG-2167,2026-02-04 21:02,73,72-50,High-Pressure Turbine (HPT),Heavy Check C-Visit Finding | Engine 73 | High-Pressure Turbine (HPT): N2 speed sensor signal intermittent above FL350; EMI source identified on P-lead harness. Engineering disposition: Applied high-temp RTV sealant (MIL-A-46146) and safety-wired mounting brackets per engineering order.
LOG-2168,2025-10-09 20:02,59,72-20,Low-Pressure Compressor (LPC / Booster),EHM System Flag — Sensor S4 | Engine 59 | ATA 72-20: Foreign Object Damage (FOD) dent found on HPT stage-2 blade leading edge; depth measured at 0.015 in. Performed MCD chip analysis per Engineering Order EO-708-Z60; single isolated particle cleared by metallurgy. Ops check passed.
LOG-2169,2025-06-20 02:02,61,72-50,Turbine Rear Frame (TRF),"Maintenance Debrief Engine 61 (Turbine Rear Frame (TRF), ATA 72-50): Crew reported anomaly. Finding: Igniter plug A shows excessive electrode erosion; spark gap measured at 0.18 in (limit 0.12 in). Igniter plug replaced (PN: 712-C93). Ignition system verified per AMM 74-10-00 — light-off within 10 seconds."
LOG-2170,2025-12-19 21:02,87,78-30,Exhaust / Nozzle,Trend Analysis Report — Engine 87 Exhaust / Nozzle: Excessive vibration N1 (1.8 IPS pk) traced to single fan blade mass imbalance; field balance performed. Maintenance response: N2 sensor and wiring harness replaced (PN: 749-A98). Signal continuity confirmed on all channels. Engine run at cruise power — stable.
LOG-2171,2026-05-23 22:02,89,72-30,Variable Stator Vane (VSV) System,"Maintenance Debrief Engine 89 (Variable Stator Vane (VSV) System, ATA 72-30): Crew reported anomaly. Finding: Oil-in-fuel indication post-maintenance; #3 bearing sump seal misassembled during last shop visit. Igniter plug replaced (PN: 799-X64). Ignition system verified per AMM 74-10-00 — light-off within 10 seconds."
LOG-2172,2026-03-20 02:02,26,72-50,Turbine Rear Frame (TRF),Line Maintenance Write-Up #2172 | Turbine Rear Frame (TRF) (ATA 72-50): Borescope inspection revealed Thermal Barrier Coating (TBC) spallation on HPT stage-1 blades. Resolution: Deferred per MEL 72-50-01. Performance monitoring required every 50 flight cycles; trend reviewed at each check.
LOG-2173,2026-05-26 08:02,14,72-30,Variable Stator Vane (VSV) System,Borescope Work Order | Engine 14 | Variable Stator Vane (VSV) System: Anti-ice valve butterfly disc fractured; nacelle anti-ice inoperative — deferred per MEL 30-11. Outcome: Engine sent to test cell for full performance restoration workscope. Post-test EGT margin: +42 °C. Returned to fleet.
LOG-2174,2026-01-19 09:02,91,72-20,Fan Module / Bypass,"Maintenance Debrief Engine 91 (Fan Module / Bypass, ATA 72-20): Crew reported anomaly. Finding: Hot streak on turbine inlet temperature (TIT) sensor trace indicates circumferential non-uniformity in combustion. Engine sent to test cell for full performance restoration workscope. Post-test EGT margin: +42 °C. Returned to fleet."
LOG-2175,2026-04-24 03:02,43,79-00,Oil System,ACARS Engine Alert — Engine 43 Sensor S19: P&D valve failed to close during engine shutdown; fuel dribble into combustor confirmed. Ground team response: Removed and routed to off-site MRO shop for full overhaul (work order WO-210-C92). Installed serviceable spare.
LOG-2176,2026-04-26 03:02,96,72-20,Fan Module / Bypass,Trend Analysis Report — Engine 96 Fan Module / Bypass: Pylon secondary structure skin crack found during heavy maintenance visit; crack length 3.2 in. Maintenance response: Water-in-fuel system drained and flushed per AMM 73-10-07. Filter element replaced (PN: 419-A89). WIF sensor re-tested OK.
LOG-2177,2026-04-10 01:02,51,74-10,Starter / Ignition System,Post-Flight Inspection Engine 51 (ATA 74-10): Fuel nozzle #12 flow rate at 87% of nominal; nozzle pulled and replaced. Thermal camera survey performed per AMM 36-10-00; bleed air leak confirmed and duct replaced (PN: 848-B64).
LOG-2178,2025-12-23 14:02,15,72-30,Variable Stator Vane (VSV) System,Non-Routine Card NRC-2178 opened for Engine 15 Variable Stator Vane (VSV) System. Finding: Engine failed to light off within hung-start time limit; ignition exciter output checked at 1.8 J vs. 3.0 J spec. Action: Engine sent to test cell for full performance restoration workscope. Post-test EGT margin: +42 °C. Returned to fleet.
LOG-2179,2025-08-30 19:02,53,36-10,Bleed Air / Anti-Ice System,Routine Inspection of Bleed Air / Anti-Ice System on Engine 53: Heavy coking and carbon buildup observed on fuel nozzle atomizers — 4 of 24 nozzles below flow spec. Action Taken: Unison ring replaced (PN: 459-C44) per AMM 72-30-12. VSV schedule verified across N2 range — max deviation 0.8°.
LOG-2180,2026-02-13 04:02,66,71-10,Inlet / Nacelle,ATA 71-10 | Engine 66: Thrust reverser sleeve failed to stow fully; blocker door hinge pin corroded and seized. Starter replaced (PN: 430-Z14); motoring check confirmed N2 rise rate meets AMM minimum. Start cycle tested × 3.
LOG-2181,2026-03-14 06:02,9,72-40,Low-Pressure Turbine (LPT),Engine 9 AOG Recovery — Low-Pressure Turbine (LPT) (ATA 72-40): Water-in-fuel (WIF) sensor triggered during pre-flight; 0.5 cc of water found in low-point drain. Expedited action: Oil seal replaced (PN: 124-C27). Engine oil consumption check over 10-hour period: 0.15 qt/hr — within limit of 0.4 qt/hr.
LOG-2182,2026-05-14 03:02,5,36-10,Bleed Air / Anti-Ice System,Auto-Alert on Sensor S10 (Engine 5). Customer bleed air duct found cracked at flex-joint flange; hot-air leak confirmed by thermal camera. Engine inlet FOD inspection completed per post-bird-strike check sheet. All blades within blend limits. Returned to service.
LOG-2183,2025-11-07 07:02,68,78-30,Exhaust / Nozzle,Auto-Alert on Sensor S13 (Engine 68). Igniter plug A shows excessive electrode erosion; spark gap measured at 0.18 in (limit 0.12 in). Thrust reverser actuator replaced (PN: 601-X31). Full stow/deploy cycle tests × 5 — all within time limits.
LOG-2184,2026-01-28 21:02,43,72-50,High-Pressure Turbine (HPT),Borescope Work Order | Engine 43 | High-Pressure Turbine (HPT): Foreign Object Damage (FOD) dent found on HPT stage-2 blade leading edge; depth measured at 0.015 in. Outcome: T2 sensor de-iced and anti-ice inlet heater power supply verified. FADEC fault cleared. Altitude relight test successful.
LOG-2185,2025-08-05 05:02,73,71-10,Inlet / Nacelle,ATA 71-10 | Engine 73: Core exhaust nozzle divergent flap hinge fractured; flap found kinematically jammed. Performed on-wing borescope per AMM task 72-00-00-290-801. No further deterioration; component returned to service.
LOG-2186,2025-11-08 16:02,54,78-30,Exhaust / Nozzle,"Maintenance Debrief Engine 54 (Exhaust / Nozzle, ATA 78-30): Crew reported anomaly. Finding: Fan blade dovetail fretting wear observed; fits within blend limits per AMM 72-20-03. Fan cowl latch replaced (PN: 453-Z40). All 6 latches tested for positive engagement and safety catch. Ops check complete."
LOG-2187,2025-12-13 02:02,94,74-10,Starter / Ignition System,Post-Flight Inspection Engine 94 (ATA 74-10): Oil consumption trend exceeding 0.5 qt/hr; on-wing investigation reveals #4 bearing carbon seal degradation. Combustor liner replaced with serviceable unit (PN: 812-X40). Borescope post-installation confirms correct seating.
LOG-2188,2025-07-31 04:02,58,72-30,Variable Stator Vane (VSV) System,Non-Routine Card NRC-2188 opened for Engine 58 Variable Stator Vane (VSV) System. Finding: FADEC software exception code 0x4A31 — fuel control loop saturation at altitude relight attempt. Action: Performed MCD chip analysis per Engineering Order EO-636-Z44; single isolated particle cleared by metallurgy. Ops check passed.
LOG-2189,2026-02-15 18:02,48,72-30,Variable Stator Vane (VSV) System,Borescope Work Order | Engine 48 | Variable Stator Vane (VSV) System: Hydraulic actuator seal failure causing hydraulic fluid contamination in nacelle zone 3. Outcome: Performed on-wing borescope per AMM task 72-00-00-290-801. No further deterioration; component returned to service.
LOG-2190,2025-12-12 06:02,83,72-50,High-Pressure Turbine (HPT),Auto-Alert on Sensor S11 (Engine 83). 5th-stage bleed check valve stuck open; high-pressure bleed air back-flowing into 9th-stage duct. T2 sensor de-iced and anti-ice inlet heater power supply verified. FADEC fault cleared. Altitude relight test successful.
LOG-2191,2025-06-05 11:02,37,72-40,Combustor Section,ATA 72-40 | Engine 37: Thrust reverser hydraulic actuator internal leak rate measured at 18 cc/min against limit of 5 cc/min. Oil cooler replaced (PN: 171-Z27). System pressure-tested at 90 PSI for 10 minutes — zero leak. Oil serviced and engine run.
LOG-2192,2026-04-21 19:02,96,73-20,Engine Control (FADEC),Post-Flight Inspection Engine 96 (ATA 73-20): FADEC software exception code 0x4A31 — fuel control loop saturation at altitude relight attempt. T2 sensor de-iced and anti-ice inlet heater power supply verified. FADEC fault cleared. Altitude relight test successful.
LOG-2193,2026-04-29 00:02,74,74-10,Starter / Ignition System,Line Maintenance Write-Up #2193 | Starter / Ignition System (ATA 74-10): Recurring high EGT on engine #2 linked to compressor wash interval — on-wing wash completed. Resolution: Field fan balance performed (4 balance weights added per AMM 72-20-09). N1 vibration reduced from 1.8 to 0.3 IPS.
LOG-2194,2026-04-25 12:02,73,71-10,Inlet / Nacelle,ATA 71-10 | Engine 73: Heavy coking and carbon buildup observed on fuel nozzle atomizers — 4 of 24 nozzles below flow spec. Water-in-fuel system drained and flushed per AMM 73-10-07. Filter element replaced (PN: 203-A15). WIF sensor re-tested OK.
LOG-2195,2026-03-05 22:02,83,72-20,Low-Pressure Compressor (LPC / Booster),ACARS Engine Alert — Engine 83 Sensor S3: Trailing edge cracking noted on HPT stage-1 blades during 800-cycle hard-time borescope. Ground team response: Combustor liner replaced with serviceable unit (PN: 154-A52). Borescope post-installation confirms correct seating.
LOG-2196,2025-08-05 09:02,89,78-30,Exhaust / Nozzle,Heavy Check C-Visit Finding | Engine 89 | Exhaust / Nozzle: Inter-turbine temperature (ITT) exceedance recorded — peak of 987 °C against a redline of 960 °C during climb. Engineering disposition: Field fan balance performed (4 balance weights added per AMM 72-20-09). N1 vibration reduced from 1.8 to 0.3 IPS.
LOG-2197,2025-11-23 03:02,14,74-10,Starter / Ignition System,Post-Flight Inspection Engine 14 (ATA 74-10): Fuel nozzle #12 flow rate at 87% of nominal; nozzle pulled and replaced. Performed MCD chip analysis per Engineering Order EO-358-X48; single isolated particle cleared by metallurgy. Ops check passed.
LOG-2198,2026-03-13 14:02,26,78-30,Exhaust / Nozzle,Shop Finding — Engine S/N 26 | Exhaust / Nozzle: Chip light illuminated during engine ground run; chip confirmed as single ferrous sliver <1 mm. Disposition: Unison ring replaced (PN: 397-X22) per AMM 72-30-12. VSV schedule verified across N2 range — max deviation 0.8°.
LOG-2199,2026-01-16 03:02,65,72-50,Turbine Rear Frame (TRF),Line Maintenance Write-Up #2199 | Turbine Rear Frame (TRF) (ATA 72-50): Heavy coking and carbon buildup observed on fuel nozzle atomizers — 4 of 24 nozzles below flow spec. Resolution: Anti-ice valve replaced (PN: 664-Z97) and system leak-checked at 45 PSI. Functional test confirmed valve cycling.
LOG-2200,2026-03-09 20:02,51,73-10,Fuel System,Shop Finding — Engine S/N 51 | Fuel System: FADEC logged 14 EICAS maintenance messages relating to T4.5 thermocouple channel mismatch. Disposition: Blended out compressor blade damage per AMM 72-30-05; within all dimensional limits. FPI re-check clear.
LOG-2201,2025-11-08 10:02,24,78-30,Exhaust / Nozzle,"Line Maintenance Write-Up #2201 | Exhaust / Nozzle (ATA 78-30): ACARS transmitted unsolicited engine exceedance event; review confirmed sensor spike, not true exceedance. Resolution: FADEC software updated to version 5.1.4 per SB 78-30-73-056. Ground test cycle confirms correct engine response."
LOG-2202,2025-06-29 11:02,75,71-20,Engine Mounts / Pylon,Engine 75 AOG Recovery — Engine Mounts / Pylon (ATA 71-20): Air turbine starter (ATS) drive shaft shear coupling failed during attempted engine start. Expedited action: Unison ring replaced (PN: 697-A74) per AMM 72-30-12. VSV schedule verified across N2 range — max deviation 0.8°.
LOG-2203,2026-01-10 08:02,71,72-50,Turbine Rear Frame (TRF),Auto-Alert on Sensor S14 (Engine 71). Fan blade dovetail fretting wear observed; fits within blend limits per AMM 72-20-03. Oil seal replaced (PN: 237-A81). Engine oil consumption check over 10-hour period: 0.15 qt/hr — within limit of 0.4 qt/hr.
LOG-2204,2026-02-15 03:02,52,72-20,Low-Pressure Compressor (LPC / Booster),"Borescope Work Order | Engine 52 | Low-Pressure Compressor (LPC / Booster): EGT thermocouple harness chafing against fuel line; two conductors show bare wire. Outcome: Replaced fuel nozzle set (24 nozzles, PN: 373-B21). Engine ground run at idle and max continuous — EGT spread within 15 °C."
LOG-2205,2025-11-14 18:02,30,72-50,Turbine Rear Frame (TRF),"Engine 30 AOG Recovery — Turbine Rear Frame (TRF) (ATA 72-50): High-pressure fuel pump discharge pressure 200 PSI below spec at max power; pump worn. Expedited action: Replaced fuel nozzle set (24 nozzles, PN: 812-C82). Engine ground run at idle and max continuous — EGT spread within 15 °C."
LOG-2206,2025-09-21 13:02,32,36-10,Bleed Air / Anti-Ice System,Line Maintenance Write-Up #2206 | Bleed Air / Anti-Ice System (ATA 36-10): Fan cowl door latch pin fractured; door opened in flight causing structural damage to leading edge. Resolution: EGT harness replaced (PN: 478-B35). All thermocouple channels checked against reference — max split 12 °C. FADEC reset.
LOG-2207,2026-01-02 02:02,54,72-20,Fan Module / Bypass,Non-Routine Card NRC-2207 opened for Engine 54 Fan Module / Bypass. Finding: EGT margin trending -30 °C over 500 cycles; borescope confirms nozzle area growth due to tip rub. Action: Removed and routed to off-site MRO shop for full overhaul (work order WO-399-X27). Installed serviceable spare.
LOG-2208,2025-11-17 22:02,71,72-60,Accessory Gearbox (AGB),ATA 72-60 | Engine 71: Hydraulic actuator seal failure causing hydraulic fluid contamination in nacelle zone 3. Fan cowl latch replaced (PN: 945-Z28). All 6 latches tested for positive engagement and safety catch. Ops check complete.
LOG-2209,2026-03-01 11:02,96,72-30,High-Pressure Compressor (HPC),Non-Routine Card NRC-2209 opened for Engine 96 High-Pressure Compressor (HPC). Finding: Actuator linkage found binding during manual operational check; jam nut backed off causing misalignment. Action: EGT harness replaced (PN: 890-C93). All thermocouple channels checked against reference — max split 12 °C. FADEC reset.
LOG-2210,2026-03-24 20:02,28,72-30,Variable Stator Vane (VSV) System,Pilot Report — Engine 28 (Variable Stator Vane (VSV) System): Thrust reverser hydraulic actuator internal leak rate measured at 18 cc/min against limit of 5 cc/min. Corrective Action: Pylon skin crack repaired per SRM Chapter 53 approved doubler repair. NDT re-check: no crack extension. Returned to service.
